"NR_ALBUMU","NAZWISKO","IMIE","WIEK","NR_GR"
3501,"Buchwald","Konstanty ",24,5
3502,"Mladowski","Dominik ",25,8
3503,"Milusinska","Rajmund",28,27
3504,"Temczynski","Eleonora",22,21
3505,"Stetyszyn","Artek",23,13
3506,"Poledziewski","Wojciecha",23,34
3507,"Poppel","Jadwiga ",21,26
3508,"Pendlowski","Jeremiasz ",25,15
3509,"Zieleznicki","Grzes",29,32
3510,"Jozefaczuk","Blazej",29,19
3511,"Haladus","Dobroslaw ",28,17
3512,"Ralli","Nikifor ",20,31
3513,"Bialogras","Cyryl ",22,24
3514,"Jobczanik","Herman ",26,4
3515,"Tischler","Leontyna ",26,33
3516,"Goza","Bronislaw ",28,17
3517,"Skwarko","Miecislaw ",21,29
3518,"Safernus","Krzysiek",25,4
3519,"Kisielczuk","Czcibora ",23,2
3520,"Hudobski","Onufry",24,20
3521,"Marossanyi","Eligiusz ",23,20
3522,"Szajnocha","Joanna ",23,35
3523,"Kartosiewicz","Dobrochna ",25,9
3524,"Postawna","Kleopatra ",27,34
3525,"Knach","Gertruda ",22,2
3526,"Szpitol","Ciechomir ",25,19
3527,"Figurak","Wiktoryn",27,28
3528,"Koboza","Estera ",27,22
3529,"Farnas","Nierad ",24,31
3530,"Mickholz","Regina",23,16
3531,"Demirow","Neonila ",28,34
3532,"Forganus","Lilianna",23,25
3533,"Karwas","Falislaw ",23,36
3534,"Przodala","Fausta",23,18
3535,"Zwirblinski","Areta",25,30
3536,"Giniatowicz","Eryk ",22,18
3537,"Biomor","Magnus ",29,28
3538,"Gajst","Boguchwala",22,27
3539,"Nowaszuk","Lechoslaw ",26,15
3540,"Misarek","Wislaw",25,28
3541,"Pachalak","Jagoda ",25,14
3542,"Studzizba","Balbin",27,20
3543,"Emmrich","Hiacynta ",21,27
3544,"Pizalska","Karina ",28,21
3545,"Wekezer","Sylwester",23,6
3546,"Lesze","Teodozy",23,17
3547,"Hajdmacha","Sylwin",23,22
3548,"Oscieniuk","Pelagiusz",27,6
3549,"Szamarek","Ryta",20,22
3550,"Poszewinska","Gniewomir ",23,35
3551,"Owsiona","Dagna ",27,34
3552,"Moczadlowski","Filemon ",23,35
3553,"Omiotacz","Wiktor",20,13
3554,"Zemanski","Gebhard ",27,5
3555,"Garncasz","Czesbor ",25,32
3556,"Grzunowicz","Sylwiusz",23,36
3557,"Pakizer","Marcjan ",23,7
3558,"Misiola","Florenty ",24,13
3559,"Redczyc","Iza",29,20
3560,"Karcznia","Czaslawa ",23,4
3561,"Kliszpon","Magda ",23,4
3562,"Jakuboze","Klaudia ",24,14
3563,"Malesz","Marian ",25,30
3564,"Mulanicka","Ernesta ",22,11
3565,"Kugat","Wioletta",22,25
3566,"Dottermusz","Emilia ",20,16
3567,"Ponurski","Baltazar",26,25
3568,"Trepeta","Rudolfina",28,7
3569,"Dziallek","Dagobert",28,31
3570,"Stulin","Leokadiusz ",28,13
3571,"Grydlewicz","Teodor",28,16
3572,"Minkus","Ola",22,29
3573,"Krzysniak","Ewa",21,7
3574,"Zaleszny","Mirek",26,10
3575,"Biszkol","Bolek",23,28
3576,"Jedrosiewicz","Gostmil ",26,12
3577,"Halsa","Daniel ",21,4
3578,"Pyplacz","Boleslawa ",26,33
3579,"Zygmonczuk","Marietta ",26,27
3580,"Kopulo","Radzislaw",20,16
3581,"Pycynska","Klaudia ",23,20
3582,"Zmitorowicz","Izbor ",21,18
3583,"Wojtyszak","Dobromil ",22,9
3584,"Ocielak","Ludoslaw ",25,2
3585,"Andryjalowicz","Emma ",29,19
3586,"Godzielinski","Bolek",23,4
3587,"Naglicki","Edmund ",25,9
3588,"Skornicki","Maurycy ",27,12
3589,"Cyrandy","Apolloniusz",24,34
3590,"Punkel","Pelagia",27,6
3591,"Augustynek","Cieszyslaw ",26,7
3592,"Ciepiaszuk","Miecislaw ",22,30
3593,"Zielezniak","Serwacy",27,22
3594,"Poradomski","Teofila",28,32
3595,"Symak","Irena ",28,6
3596,"Strozew","Leokadia ",27,30
3597,"Przystupski","Armand",27,9
3598,"Zemczuzyna","Renata",24,19
3599,"Fejans","Ignacja ",23,11
3600,"Lingoc","Rudolfa",24,21
3601,"Pyzinski","Jolka",27,27
3602,"Mision","Alfred",25,27
3603,"Szafarzyk","Ewa",25,35
3604,"Mamul","Chociemir",21,19
3605,"Pietnoczko","Zbygniew",26,25
3606,"Brandegger","Izka",25,11
3607,"Obrzyd","Albert",27,35
3608,"Draminski","Eutropiusz ",27,3
3609,"Ciwoniuk","Ewelina ",23,15
3610,"Spolar","Mojzesz ",22,27
3611,"Saslowski","Tyberiusz",27,4
3612,"Maszudzinski","Charyzjusz",27,15
3613,"Mahlzan","Goszczuj ",27,33
3614,"Kocbus","Michal",29,16
3615,"Dropinski","Konkordiusz ",29,29
3616,"Krynikowski","Osiegniew",25,33
3617,"Pietreszko","Domicela ",22,32
3618,"Perlach","Miroslaw ",24,5
3619,"Haran","Artur",22,13
3620,"Lipensky","Lilian ",20,19
3621,"Kadzielak","Roberta",25,4
3622,"Kabac","Hugo ",26,24
3623,"Zrudlowska","Milochna ",24,28
3624,"Kutymski","Marcela ",25,29
3625,"Katosz","Felicyta ",28,23
3626,"Mucianski","Jolka",28,18
3627,"Gieorgiewska","Elzbieta ",26,5
3628,"Apras","Ignacja ",21,24
3629,"Walek","Ziemek",21,16
3630,"Altenhof","Aga",29,11
3631,"Cwiek","Ludwina ",22,27
3632,"Huczowska","Konradyna ",28,4
3633,"Grzejdziela","Halina ",26,33
3634,"Podubrowny","Longina ",26,30
3635,"Hobgarski","Sydoniusz",28,24
3636,"Szabrak","Dalewuj",26,6
3637,"Hejnrych","Sylwia",27,5
3638,"Gnoinski","Gonsalwy ",23,26
3639,"Fritschel","Goszczuj ",25,35
3640,"Boluchowski","Harald",29,8
3641,"Dziolnek","Euzebiusz ",26,34
3642,"Jazynska","Slawoslaw",26,3
3643,"Dytkowski","Paloma",25,13
3644,"Napera","Dziebor ",27,32
3645,"Fabjanowski","Bernadeta",27,9
3646,"Plus","Areta",26,21
3647,"Kreninger","Godzimir ",28,18
3648,"Erynchwejt","Dziebor ",22,35
3649,"Batich","Domazyr ",20,28
3650,"Gedrys","Janusz",21,7
3651,"Wasaznik","Linda",25,3
3652,"Hadyczko","Tymek",29,16
3653,"Burtowicz","Emiliusz ",26,23
3654,"Relis","Namir ",22,8
3655,"Mawa","Olga",23,22
3656,"Kwirska","Klaudyna ",23,21
3657,"Pozniak","Teodozjusz",27,27
3658,"Riczel","Regina",24,32
3659,"Androszak","Laurka",28,20
3660,"Chliwinski","Rafal",23,25
3661,"Bafaltowski","Konrad ",22,19
3662,"Perlian","Borzymir",28,7
3663,"Zywczok","Marysia",22,23
3664,"Solitra","Teresa",25,36
3665,"Sarbjan","Lucjusz ",28,34
3666,"Przebiorowski","Flawia ",26,13
3667,"Zbojniecka","Marita ",27,17
3668,"Kresner","Rudolf",27,4
3669,"Kalamuniak","Osiebor",21,10
3670,"Gors","Wojciecha",25,23
3671,"Jurgota","Wiktoryn",24,20
3672,"Nierodkiewicz","Emerencja ",29,13
3673,"Jurasiewicz","Max",21,29
3674,"Jakubic","Dorian",23,22
3675,"Polpanek","Bolislawa ",26,28
3676,"Dazga","Jozefa ",20,33
3677,"Damkiewicz","Efrem",28,16
3678,"Kumpiecki","Beatka",25,33
3679,"Bejze","Dobroniega ",22,9
3680,"Cielebek","Celestyna",29,22
3681,"Gonsler","Apolinary",26,3
3682,"Johna","Serafin",29,27
3683,"Skrob","Przemek",24,7
3684,"Rij","Edward",25,23
3685,"Szubelok","Domorad ",28,12
3686,"Kruzmianowski","Oriana",21,13
3687,"Pikac","Romek",24,17
3688,"Szmidtkowski","Konkordia ",29,19
3689,"Zbraszczyk","Otton",28,12
3690,"Siergiejenko","Janusz",21,21
3691,"Hreczynski","Humbelina ",25,18
3692,"Sychta","Bernadeta",20,25
3693,"Kiegelewicz","Angelika",27,20
3694,"Meka","Sydonia",27,32
3695,"Przyklad","Ernestyna ",28,30
3696,"Nadopad","Floryn ",22,24
3697,"Posacowicz","Mirella ",21,5
3698,"Ochomska","Amadeusz",22,20
3699,"Berendsen","Tobiasz",25,15
3700,"Zemajtis","Erast ",29,34
3701,"Cystel","Irena ",25,15
3702,"Bruinen","Stanislawa",27,13
3703,"Bokejko","Rebeka",26,34
3704,"Delost","Machabeusz ",25,5
3705,"Majstrowicz","Zdzisek",29,15
3706,"Bulany","Waldemat",22,34
3707,"Szterdur","Jedrzej ",29,6
3708,"Kozdronkiewicz","Naczeslaw ",25,21
3709,"Hucar","Marta ",21,33
3710,"Luczkanycz","Genowefa ",21,31
3711,"Bandziarewicz","Wenancjusz",23,17
3712,"Szyryk","Olimpia",22,8
3713,"Bachanski","Niemir ",27,5
3714,"Podbierajlo","Marysia",22,13
3715,"Kawatyszyn","Bogumila",27,33
3716,"Usciewski","Lubgost ",21,6
3717,"Polewczyk","Gwalbert ",27,33
3718,"Gnieciecki","Godzimir ",23,9
3719,"Hotowko","Jolka",20,21
3720,"Szwandzikowski","Patrycy",24,36
3721,"Drapulska","Chocieslaw",28,8
3722,"Kadulski","Rudolf",23,8
3723,"Marzyc","Teofil",28,29
3724,"Fural","Hermes ",29,25
3725,"Laszcz","Erast ",21,23
3726,"Kreisich","Hugona ",23,30
3727,"Kastegard","Ariadna",27,21
3728,"Nagac","Sylwin",28,25
3729,"Maglowska","Demokryt",28,26
3730,"Haak","Bogdana",25,19
3731,"Rospendowski","Seweryn",25,31
3732,"Wanionek","Donat ",21,18
3733,"Tywonczuk","Cyrus ",27,14
3734,"Unich","Maciek",25,33
3735,"Cwilag","Maciek",26,33
3736,"Choltym","Martynian ",28,36
3737,"Switanowicz","Wirgiliusz",29,14
3738,"Stelmaski","Maksymilian ",26,33
3739,"Niedworek","Huniemir",28,16
3740,"Plochorz","Lew ",20,29
3741,"Czechla","Benon",29,27
3742,"Wieger","Edmund ",25,6
3743,"Pokrywinski","Gilbert ",26,31
3744,"Dyziora","Narcyz ",27,3
3745,"Rela","Beatrycze",28,32
3746,"Plusajski","Olga",21,21
3747,"Rosochowaty","Dytrych ",27,31
3748,"Zurowski","Leandra ",29,35
3749,"Kabalewski","Dagna ",23,31
3750,"Zun","Nawoja ",25,10
3751,"Bredo","Cecylian",26,3
3752,"Jerhel","Dobroslaw ",21,28
3753,"Dypczak","Estera ",21,11
3754,"Larocki","Konstantyn ",23,18
3755,"Grzembska","Marcelina ",24,31
3756,"Zywczok","Klemencja ",21,32
3757,"Slumczynska","Marlena ",29,25
3758,"Plebani","Ernesta ",26,33
3759,"Berggrum","Wenanty",28,22
3760,"Norolska","Bazyliusz",24,3
3761,"Gukisz","Izka",24,12
3762,"Pilosz","Niesul ",26,19
3763,"Wermczuk","Robek",26,10
3764,"Wocieszynska","Malina ",24,24
3765,"Briman","Erast ",27,30
3766,"Andzielewko","Cezaria",22,14
3767,"Gulla","Marta ",26,14
3768,"Zegrodzka","Remigiusz",24,7
3769,"Jakolcewicz","Dobroniega ",22,13
3770,"Niesar","Ida ",20,18
3771,"Rehak","Gniewomir ",24,5
3772,"Fridemann","Gorazd ",24,35
3773,"Troscienska","Chocieslaw",25,10
3774,"Chul","Bozydar",28,20
3775,"Cykowiak","Niedamir ",28,27
3776,"Rzempolek","Hieronim ",29,36
3777,"Mitorski","Paula",20,27
3778,"Kobza-Orlowski","Jaroslaw ",28,27
3779,"Kopysciak","Teodozy",26,8
3780,"Blajzerska","Bernadeta",21,36
3781,"Korotczyk","Nora ",25,10
3782,"Hromek","Aneta",27,21
3783,"Stowaszewska","Dariusz ",27,4
3784,"Chudenko","Idalia",27,31
3785,"Siudeja","Slawa",26,22
3786,"Galuhn","Ariadna",27,15
3787,"Gallwas","Kunegunda ",24,10
3788,"Brydynkiewicz","Czesio",21,26
3789,"Kreiseder","Arnold ",21,13
3790,"Jagusik","Czcibora ",25,24
3791,"Tartowska","Bernardyn",20,7
3792,"Mahfouz","Adolf",21,23
3793,"Grabnowski","Nadia",26,8
3794,"Swincicka","Asia",25,22
3795,"Kligner","Germanik ",20,11
3796,"Zeminska","Dorotka",20,6
3797,"Szylke","Liberiusz ",24,20
3798,"Kilans","Damazy ",23,10
3799,"Rabas","Dalia",29,2
3800,"Garapuczyk","Misia",20,11
3801,"Mrazynska","Adolf",23,28
3802,"Herendarczyk","Teofania",23,21
3803,"Gorsa","Irena ",27,31
3804,"Bezlada","Aleksander",21,34
3805,"Anastazjewski","Ludwina ",24,13
3806,"Potosz","Bernard",21,30
3807,"Letnarska","Hermes ",22,2
3808,"Wenfeld","Domazyr ",28,3
3809,"Ciopek","Gotard ",25,34
3810,"Starzelec","Dalewin",28,13
3811,"Nijader","Borys",26,7
3812,"Usma","Heliasz ",28,2
3813,"Lag","Filemon ",25,21
3814,"Dypold","Kleopatra ",21,28
3815,"Bracio","Bartlomiej",24,2
3816,"Zudai","Wladek",25,26
3817,"Witos","Konrada ",23,32
3818,"Schliep","Onufry",20,17
3819,"Botek","Monika",29,26
3820,"Urysz","Dionizjusz ",22,15
3821,"Kablakowska","Seba",28,24
3822,"Siderko","Florentyna ",29,21
3823,"Czyzn","Samuel",20,22
3824,"Kocka","Falislaw ",26,13
3825,"Mirbach","Felicyta ",29,36
3826,"Famiczewska","Libert ",25,36
3827,"Potryarcha","Stanislaw",29,14
3828,"Madry","Mikolaj ",28,8
3829,"Brdek","Dalewuj",24,32
3830,"Suck","Norbert ",29,20
3831,"Kliwecka","Dominika ",22,12
3832,"Vinogradoff","Innocenta ",26,24
3833,"Blondek","Czeslawa",29,26
3834,"Plocinik","Epifan ",22,28
3835,"Korus","Malkolm ",22,17
3836,"Skrawinska","Czesio",22,32
3837,"Rystal","Izbor ",27,4
3838,"Maltachowska","Beata",27,27
2056,"Niemiara","Bozo",22,26
2057,"Konderek","Egon",26,29
2058,"Kwintiuk","Mirabella ",23,9
2059,"Grutmeyer","Innocenta ",27,31
2060,"Grados","Elka",25,32
2061,"Otrebus","Angelika",21,5
2062,"Meczel","Ostrowod",27,28
2063,"Wiechecz","Czcibora ",23,20
2064,"Flejszer","Maja ",21,27
2065,"Minew","Jozef ",27,29
2066,"Lochsztet","Flawiusz ",27,7
2067,"Regolo","Mironiega ",26,8
2068,"Ciglan","Ariadna",23,30
2069,"Ripley","Mira ",23,20
2070,"Krumrey","Kleopatra ",28,34
2071,"Wiegandt","Milochna ",29,18
2072,"Struszinski","Hiacynt ",21,26
2073,"Listowicz","Herakliusz ",26,34
2074,"Staier","Jasiu",22,6
2075,"Miedziowski","Robert",23,27
2076,"Mierczanski","Czeslawa",26,34
2077,"Sowizdrzal","Bazyliusz",23,32
2078,"Rurberger","Cecylia ",24,18
2079,"Sofranow","Biedrzyslaw ",27,28
2080,"Msciszewski","Jasiu",21,9
2081,"Mycka","Emiliusz ",23,17
2082,"Czeleko","Rudolfa",28,8
2083,"Wiasek","Gniewomir ",21,5
2084,"Mozdzien","Eutropiusz ",26,2
2085,"Ksibus","Modest ",28,23
2086,"Kijo","Misia",27,9
2087,"Zybel","Leonia ",23,19
2088,"Kapisiak","Nadzieja ",21,32
2089,"Burmenda","Robert",26,16
2090,"Rainczak","Marcela ",21,21
2091,"Tutajewski","Gustawa ",25,36
2092,"Dzadowicz","Dziadumila ",23,8
2093,"Mechud","Miroslawa ",29,19
2094,"Kosiowniak","Hanna ",28,31
2095,"Spawlonek","Felicjan ",22,11
2096,"Kasmyk","Dalila ",23,16
2097,"Szenczowicz","Baldwina",21,24
2098,"Samolczuk","Jas",22,22
2099,"Zapotoczna","Stefania",25,14
2100,"Kryss","Teodora",28,33
2101,"Stezal","Ciechoslaw ",25,13
2102,"Kielbacki","Janusz",28,35
2103,"Hordynowicz","SykstuS",25,35
2104,"Czeslik","Emilia ",20,18
2105,"Piklikiewicz","Hanna ",26,23
2106,"Magnin","Libert ",24,19
2107,"Lembocz","Ala",23,12
2108,"Horzymek","Mscislawa ",24,4
2109,"Jackus","Malwina ",25,13
2110,"Danilczuk","Dobromila ",27,8
2111,"Filojek","Matylda ",21,12
2112,"Legawicz","Cezariusz",23,23
2113,"Zymkowski","Czeslaw ",27,34
2114,"Wikman","Borys",21,30
2115,"Burbila","Wenancjusz",26,14
2116,"Kapeja","Beda",25,28
2117,"Lennik","Ryszarda",24,24
2118,"Zorebiec","Godfryd ",25,31
2119,"Reginczak","Fabian ",21,28
2120,"Siejok","Norman",21,8
2121,"Warezak","Kamelia ",23,7
2122,"Kolodzejska","Mirella ",22,23
2123,"Skoblewicz","Dobiemir ",21,5
2124,"Griebsz","Fawila",29,2
2125,"Farbotko","Benita",26,22
2126,"Maciejow","Cezaryna",23,28
2127,"IffĂ¤lnder","Jedrzej ",26,36
2128,"Czarkul","Maks",22,34
2129,"Szykula","Madzia ",27,21
2130,"Dydarska","Minogniew ",22,28
2131,"Jarnuszak","Bonifacy",28,36
2132,"Stempien","Kazimierz ",22,18
2133,"Kidzynski","Matylda ",24,30
2134,"Kasmacz","Jakub ",20,20
2135,"Konstanski","Horacy ",26,10
2136,"Sciak","Cezaria",24,14
2137,"Gesba","Gaudencja ",22,12
2138,"Ploskonka","Jozefat ",27,25
2139,"Fuhrman","Salomea",23,24
2140,"Dyrbusch","Mirus",20,27
2141,"Spioska","Diana ",20,18
2142,"Laureciak","Hubert ",28,3
2143,"Kohland","Jeroslawa ",21,20
2144,"Buzun","Hipacy ",26,34
2145,"Weronis","Bolislawa ",29,15
2146,"Kocna","Cibora ",25,2
2147,"Ceglewski","Witoslawa",28,33
2148,"Czymerynski","Jerzy",21,3
2149,"Kurabek","Ewelinka",22,34
2150,"Fundakowski","Hermina ",27,5
2151,"Lokitek","Bozyslaw",23,4
2152,"Bunor","Wiktoryna",21,16
2153,"Kuczepa","Izaura ",27,9
2154,"Godles","Roman",27,36
2155,"Botlander","Max",28,8
2156,"Szepkowska","Eliasz",22,23
2157,"Obrusnik","Drogoslaw ",25,23
2158,"Beltran","Grodzislaw ",24,7
2159,"Linoberg","Fidelia ",20,8
2160,"Illicz","Czabor ",24,9
2161,"Tasior","Rajmunda",28,2
2162,"Buldeski","Filip ",28,19
2163,"Chrycyk","Iwona ",20,22
2164,"Hejgelmann","Delfina",26,8
2165,"Giborek","Erast ",26,10
2166,"Jewanczyk","Lubomirz ",28,2
2167,"Medrzychowski","Grzesiek",24,28
2168,"Lapot","Domicjan ",25,2
2169,"Wadawska","Kinga",21,29
2170,"Strep","Nina ",28,10
2171,"Bagon","Augustyna",26,17
2172,"Skaradkiewicz","Just ",29,28
2173,"Emielianowicz","Herakliusz ",27,8
2174,"Konowall","Teodora",20,32
2175,"Grodziszewski","Dorian",23,22
2176,"Linisz","Charyzjusz",22,14
2177,"Butycz","Brodzislaw ",28,3
2178,"Chusior","Danuta ",24,27
2179,"Adamkowicz","Martynian ",26,12
2180,"Borszewicz","Daria ",25,17
2181,"Heyne","Ksaweryna ",26,27
2182,"Blazek","Arnolf",28,24
2183,"Losak","Liza ",24,33
2184,"Drweniak","Przemek",26,19
2185,"Julianczuk","Oda",29,14
2186,"Cichanin","Bazylisa",24,23
2187,"Bachusz","Benon",29,23
2188,"Ritmann","Stefan",27,13
2189,"Czizewski","Bozyslaw",22,4
2190,"Belcen","Katarzyna ",28,26
2191,"Nojak","Fideliusz ",25,28
2192,"Opalak","Arnulf",23,10
2193,"Pendzyk","Bohusz",23,28
2194,"Ludinowic","Darek",29,12
2195,"Alaczkiewicz","Dalia",25,30
2196,"Gawacki","Felicjan ",26,18
2197,"Hoheker","Blazej",23,12
2198,"Biernert","Tezeusz",28,31
2199,"Farenzol","Hermina ",26,35
2200,"Lekston","Dobromira ",20,27
2201,"Smylkowska","Nikifor ",20,25
2202,"Sniehota","Konstantyn ",22,10
2203,"Ciupalski","Antek",22,5
2204,"Brazukiewicz","Dalestryj ",21,14
2205,"Rocich","Angelika",25,7
2206,"Spitalna","Jarema",28,2
2207,"Szklorz","Niemst ",22,31
2208,"Leplawy","Czcirad ",20,17
2209,"Bienkunski","Robek",21,19
2210,"Kielijanski","Narcyza ",27,23
2211,"Kaperstein","Amon",28,24
2212,"Kasiczenko","Boguchwal",24,3
2213,"Grygielko","Ciechoslaw ",25,35
2214,"Rzyski","Biedrzyslaw ",22,22
2215,"Kuselik","Bonifacy",26,31
2216,"Nawias","Nina ",25,23
2217,"Sperczynski","Stanislawa",23,35
2218,"Ropela","Erhard ",24,36
2219,"Goronski","Smyslawa",23,7
2220,"Hak","Dolores ",29,19
2221,"Openchowski","Bazyli",24,4
2222,"Gozel","Ludmila ",21,8
2223,"Leonik","Ludomira ",28,7
2224,"Szemantowicz","Flawiusz ",22,8
2225,"Gryzelka","Naslawa ",20,24
2226,"Tatow","Agus",22,13
2227,"Wojdalowicz","Malomir ",25,21
2228,"Morchal","Donat ",27,10
2229,"Hartak","Irydion ",24,34
2230,"Spiridowicz","Nieprasz ",29,15
2231,"Tydyka","Klotylda ",20,35
2232,"Kurcbacher","Salomea",27,14
2233,"Telg","Nieznamir ",22,31
2234,"Frejsztadt","Herbert ",24,14
2235,"Checzkiewicz","Biedrzyslaw ",26,13
2236,"Wrozyna","Jacek ",27,32
2237,"Lupiniak","Milobor ",29,19
2238,"Kriwko","Teodozja",27,2
2239,"Szepl","Dorian",22,3
2240,"Zyskowski","Halka ",27,30
2241,"Siodlaczek","Dobromysl ",23,13
2242,"Chachulka","Ignacja ",26,30
2243,"Polte","Januariusz ",26,10
2244,"Litkajc","Konradyna ",21,30
2245,"Gieleniewski","Dalila ",21,35
2246,"Tobol","Wirginiusz",28,26
2247,"Tomulska","Cecylian",23,12
2248,"Flarkowska","Zdzislawa",24,25
2249,"Stelmaszczonek","Eligiusz ",28,26
2250,"Kuzowik","Jedrzej ",21,13
2251,"Pszczolkowski","Ziemek",27,32
2252,"Wedryszewski","Kazimierz ",29,8
2253,"Budakiewicz","Seweryn",23,34
2254,"Przybitkowski","Wieslawa",22,17
2255,"Stycunow","Bozo",26,20
2256,"Karczarska","Maryla ",21,36
2257,"Rozemberg","Blazej",21,26
2258,"Kulert","Dorotka",27,15
2259,"Dygdon","Euzebia ",23,30
2260,"Choralla","Cieszyrad ",28,13
2261,"Diabin","Ciecirada ",24,18
2262,"Zremkiewicz","Grzes",21,13
2263,"Prijma","Doboslaw ",29,29
2264,"Kocma","Jan",25,15
2265,"Gramza","Luiza ",22,16
2266,"Strunczak","Jadwiga ",21,36
2267,"Lyrek","Grzesiek",22,33
2268,"Glaciuk","Otto",25,4
2269,"Chimel","Damazy ",26,14
2270,"Wrzecionko","Nadia",28,20
2271,"Plassowski","Bazyli",26,9
2272,"Flenz","Rafal",20,6
2273,"Salacinski","Kasper ",23,18
2274,"Sawcki","Dobrowit ",20,4
2275,"Urbrych","Boleslaw",29,8
2276,"Bialoboka","Iga ",29,13
2277,"Kliza","Minigniew ",29,21
2278,"Czapurkin","Milochna ",28,32
4510,"Kazywanski","Bazyliusz",21,20
4511,"Ranrza","Jasmina ",22,34
4512,"Mulerska","Niedamir ",29,8
4513,"Koszczuk","Morzyslawa ",23,36
4514,"Kwosna","Delfina",26,13
4515,"Ploma","Jagoda ",21,26
4516,"Blajerowski","Jonatan ",29,21
4517,"Papara","Cieslaw ",28,4
4518,"Gacolowska","Franek",21,29
4519,"Hendra","Gaudenty ",27,14
4520,"Saduch","Cezaryna",23,32
4521,"Meslak","Minogniew ",24,22
4522,"Denkelmann","Wenanty",25,20
4523,"Menducki","Walenty",28,13
4524,"Char","Ireneusz ",24,8
4525,"Hoznar","Sylwia",22,27
4526,"Tondra","Ernesta ",24,24
4527,"Pechnik","Borys",26,8
4528,"Pankin","Beatrycze",29,12
4529,"Hajwos","Barnaba",28,27
4530,"Falka","Myslaw ",25,28
4531,"Przypadlinska","Manuela ",22,23
4532,"Lej","Pelagiusz",22,8
4533,"Werhan","Roberta",27,16
4534,"Jedrysiak","Milosz ",27,33
4535,"Glejnder","Niegowoj ",25,2
4536,"Czeslinska","Dagmara ",29,24
4537,"Goldewicz","Magda ",21,12
4538,"Kelest","Naczeslaw ",20,16
4539,"Kardaszynski","Longin ",27,4
4540,"Lorbicki","Maria ",21,10
4541,"Poszpur","Protazy",29,22
4542,"Jeczmienowski","Lubomira ",27,32
4543,"Hamal","Grodzislaw ",26,32
4544,"Zmijkowski","Goslawa ",21,18
4545,"Arachimowicz","Chociebor",23,6
4546,"Martynelis","Bianka",29,33
4547,"Oskraba","Celestyn",24,14
4548,"Kiwlak","Marina ",28,15
4549,"Szatulowicz","Leopold ",21,5
4550,"Piwoda","Krzeslawa ",29,25
4551,"Schonhardt","Maria ",24,22
4552,"Brutkowski","Blandyn ",22,17
4553,"Arwei","Adrian",29,23
4554,"Mosasterska","Maksymian ",27,7
4555,"Trabajlo","Efrem",20,34
4556,"Flisiuk","Franciszka ",28,16
4557,"Giebrych","Ewelinka",22,4
4558,"Klapczynska","Monika",21,4
4559,"Poller","Tegomir",26,4
4560,"Goluza","Renata",23,6
4561,"Podrolska","Lena ",21,15
4562,"Pieciulko","Witoslaw",26,20
4563,"Strandberg","Fidelis ",23,6
4564,"Sawadro","Ernestyn ",28,29
4565,"Merzwa","Felek",20,14
4566,"Demp","Chocieslaw",29,30
4567,"Debin","Dlugomil ",26,14
4568,"Rothe","Marlena ",29,11
4569,"Balkier","Maciek",29,26
4570,"Skrobania","Roland",21,8
4571,"Bielarczuk","Seba",21,34
4572,"Anta","Oswald",20,30
4573,"Martinkowa","Przymyslaw",23,5
4574,"Tiutczyk","Bozeciecha",29,34
4575,"Gostolek","Cieslawa ",26,15
4576,"Lewon","Emanuela ",23,33
4577,"Chodupski","Ursus",27,15
4578,"Gugnowicz","Arkadiusz",21,34
4579,"Skraban","Bronislawa ",27,8
4580,"Wicenski","Jeroslawa ",22,32
4581,"Kapidlo","Czesio",27,36
4582,"Ichas","Jola",28,22
4583,"Gubbels","Tadeusz",27,14
4584,"Szczyzanski","Sydonia",28,29
4585,"Putzkowski","Jerzy",29,27
4586,"Znajdek","Feliks ",22,9
4587,"Eiel","Izyda ",27,35
4588,"Smenzyk","Edmund ",25,27
4589,"Wocalewski","Delfina",23,21
4590,"Swiecznik","Martyn ",20,2
4591,"Pluszczewicz","Juda ",22,9
4592,"Neubart","Minigniew ",21,5
4593,"Labeda","Lew ",21,35
4594,"Benida","Gilbert ",23,35
4595,"Dojs","Nicefor ",23,21
4596,"Drengowska","Izaura ",21,30
4597,"Simaczek","Kleofas ",25,3
4598,"Zarczanska","Nienach ",26,10
4599,"Wiosla","Noemi ",29,19
4600,"Lanik","Daroslaw ",29,34
4601,"Kalakura","Basia",28,25
4602,"Lojszyczyk","Grodzislaw ",24,4
4603,"Guzel","Olka",22,26
4604,"Gwizdziol","Edytka",21,35
4605,"Rzana","Jeremiasz ",21,35
4606,"Nowczeniuk","Gerard ",21,5
4607,"Streblow","Godzimir ",26,7
4608,"Tarmochola","Domaslawa ",24,36
4609,"Grubaczycki","Felek",20,19
4610,"Nakladowicz","Henryka ",21,10
4611,"Norton","Berta",22,2
4612,"Tupczyj","Aleksander",28,27
4613,"Zymanczyk","Cibora ",23,8
4614,"Bilopotocki","Ben",23,11
4615,"Sotorek","Goszczuj ",29,3
4616,"Rydlewicz","Drogomysl ",21,16
4617,"Wyzlanski","Konradyn ",23,5
4618,"Kuzik","Edmund ",22,6
4619,"Powierski","Asia",25,9
4620,"Urynek","Konkordia ",28,33
4621,"Ostrynski","Brygida",29,21
4622,"Giergasz","Konkordiusz ",24,35
4623,"Drams","Emilka",21,24
4624,"Drabisiak","Dagna ",27,7
4625,"Biernata","Mirek",28,12
4626,"Harmausa","Dalewuja",23,9
4627,"Manago","Krystian ",21,29
