"NR_ALBUMU","NAZWISKO","IMIE","WIEK","NR_GR","NAZWA_GR"
3707,"Niszczak","Jaropelk ",25,5,"1ID13A"
3708,"Cierch","Ksenia",29,20,"2ID14B"
3709,"Nelaniuk","Beata",24,5,"1ID13A"
3710,"Esterson","Aleksy",26,13,"2ID11A"
3711,"Drest","Romek",27,17,"2ID13A"
3712,"Dworniakowska","Maryla ",25,13,"2ID11A"
3713,"Kilnyk","Domaslaw ",21,6,"1ID13B"
3714,"Knuszczynska","ladyslaw ",23,26,"3ID12B"
3715,"Haramiorz","Drogodziej",22,12,"1ID16B"
3716,"Ryzankiewicz","Eryka ",20,35,"4ID13A"
3717,"Balabanow","Jola",25,8,"1ID14B"
3718,"Chachula","Czesio",27,8,"1ID14B"
3719,"Gojna","Herakliusz ",28,9,"1ID15A"
3720,"Koleweszka","Kordula ",25,18,"2ID13B"
3721,"Stepniowski","Hipolita ",24,29,"3ID14A"
3722,"Gerczyk","Hiacynt ",22,11,"1ID16A"
3723,"PoZycz","Ada",26,8,"1ID14B"
3724,"Foldfebel","Bogdana",22,3,"1ID12A"
3725,"Wisznewski","Adelajda",24,15,"2ID12A"
3726,"Kilis","Magda ",20,9,"1ID15A"
3727,"Jakubaszkow","Cezaryna",21,26,"3ID12B"
3728,"Soliniak","Areta",27,13,"2ID11A"
3729,"Kolodiejczak","Biernat",27,34,"4ID12B"
3730,"Mierzchowiak","Alex",22,3,"1ID12A"
3731,"Mozanka","Lucyna ",25,32,"4ID11B"
3732,"Seuf","Renat",26,22,"2ID15B"
3733,"Tamborkiewicz","Leslawa ",23,6,"1ID13B"
3734,"Sisnicka","Sylwester",26,9,"1ID15A"
3735,"Fried","Dorian",28,26,"3ID12B"
3736,"Wykrzyk","Oriana",24,25,"3ID12A"
3737,"KoluZynska","Eugenia ",21,20,"2ID14B"
3738,"Markarow","Nonna ",29,15,"2ID12A"
3739,"Jurlikowski","Korneliusz ",28,33,"4ID12A"
3740,"Nonnengiser","Ferdynand",20,26,"3ID12B"
3741,"Tomasiewicz","Dacjusz",21,19,"2ID14A"
3742,"Wiatr-Koziel","Ireneusz ",24,22,"2ID15B"
3743,"Tanier","Marcin ",21,12,"1ID16B"
3744,"Kanterewicz","Aleksander",21,17,"2ID13A"
3745,"Debala","Kasandra ",20,19,"2ID14A"
3746,"lawryntiuk","Wit",24,12,"1ID16B"
3747,"Lewitowicz","Tymoteusz",28,29,"3ID14A"
3748,"Hitlawski","Tycjan",25,12,"1ID16B"
3749,"Corna","Adolfa",28,31,"4ID11A"
3750,"Nechaj","Klara ",25,11,"1ID16A"
3751,"Czemerajdo","Judyta ",23,13,"2ID11A"
3752,"Grygoruk","Edzio",29,6,"1ID13B"
3753,"Plaszowski","Arek",28,28,"3ID13B"
3754,"Paftel","Maryn ",27,29,"3ID14A"
3755,"Ornatkiewicz","Tadek",23,31,"4ID11A"
3756,"Gergont","Wioletta",23,10,"1ID15B"
3757,"Gabernat","Emma ",22,29,"3ID14A"
3758,"Tesolin","Gotard ",28,27,"3ID13A"
3759,"Kron","Krzeslawa ",26,5,"1ID13A"
3760,"Fryderek","Samuel",27,34,"4ID12B"
3761,"Duczek","Hiacynt ",23,5,"1ID13A"
3762,"Stepnicki","Ewelin ",27,17,"2ID13A"
3763,"cwiczak","Ludoslaw ",24,4,"1ID12B"
3764,"Medrysz","Wiktor",21,24,"3ID11B"
3765,"Piendyk","Piotr",23,22,"2ID15B"
3766,"Woloch","Baldwin",27,23,"3ID11A"
3767,"Tukasik","Iga ",27,9,"1ID15A"
3768,"Kowaliuk","Witalian",22,17,"2ID13A"
3769,"BiszeZanik","Drogoslawa ",29,7,"1ID14A"
3770,"Kryszke","Galfryd ",20,32,"4ID11B"
3771,"Nikieta","Leonida ",27,18,"2ID13B"
3772,"Przybylek","Ramona",22,5,"1ID13A"
3773,"Anda","Radmir",25,6,"1ID13B"
3774,"Bogdziukiewicz","Druzjan ",28,17,"2ID13A"
3775,"RosiakvelNowak","Bazyla",23,33,"4ID12A"
3776,"Matalek","Stefan",20,21,"2ID15A"
3777,"Henachke","Domamir ",24,10,"1ID15B"
3778,"DroZdZynski","Renat",29,26,"3ID12B"
3779,"Kicza","Aureliusz",20,6,"1ID13B"
3780,"Gumieniczak","Czarek",27,2,"1ID11B"
3781,"Skoberanda","Eutropiusz ",28,3,"1ID12A"
3782,"Grzylewski","Metoda ",24,29,"3ID14A"
3783,"Schinder","Doboslaw ",26,20,"2ID14B"
3784,"Stekowski","Korneliusz ",23,6,"1ID13B"
3785,"Ostapow","Danio",24,18,"2ID13B"
3786,"Motwicki","Krzyslaw ",26,13,"2ID11A"
3787,"Noworycha","Borzymir",28,3,"1ID12A"
3788,"Ziemlanikow","Linda",22,19,"2ID14A"
3789,"Fraczak","Cibora ",20,33,"4ID12A"
3790,"swininoga","Blandyn ",29,34,"4ID12B"
3791,"Ciepowska","Domorad ",27,10,"1ID15B"
3792,"Szychtynger","Juda ",28,13,"2ID11A"
3793,"Zbies","Falimir",25,8,"1ID14B"
3794,"Jachimolicz","Eliasz",20,24,"3ID11B"
3795,"Muks","Bogna",23,7,"1ID14A"
3796,"Borycinski","Danuta ",29,22,"2ID15B"
3797,"Delga","Nieprasz ",25,36,"4ID13B"
3798,"Boruzowska","Wiktoryna",29,23,"3ID11A"
3799,"Dywal","Wit",23,7,"1ID14A"
3800,"PodluZna","Morzyslawa ",25,16,"2ID12B"
3801,"Przczelinska","Sergiusz",21,4,"1ID12B"
3802,"Winalowicz","Ola",26,8,"1ID14B"
3803,"Wlodawiec","Falimir",20,12,"1ID16B"
3804,"Fallarczik","Nadia",23,36,"4ID13B"
3805,"Michula","Slawomira",29,3,"1ID12A"
3806,"Goldyszewska","Julian ",21,32,"4ID11B"
3807,"Ola","Bogwiedz ",28,31,"4ID11A"
3808,"Anter","Niemir ",20,5,"1ID13A"
3809,"Kulchawik","Drogomysl ",20,23,"3ID11A"
3810,"Nienzila","Anna",23,31,"4ID11A"
3811,"Rybaszek","Ciecimiar ",25,32,"4ID11B"
3812,"Marcinczuk","Izydor ",29,29,"3ID14A"
3813,"Kassim","Maja",26,25,"3ID12A"
3814,"Cymo","Dobromysl ",27,19,"2ID14A"
3815,"Niecgaj","Greta ",24,13,"2ID11A"
3816,"Stauer","Dziebor ",26,35,"4ID13A"
3817,"Babiucz","Elka",22,36,"4ID13B"
3818,"Domredzka","Manswet ",20,3,"1ID12A"
3819,"Fulaw","lucjusz",24,21,"2ID15A"
3820,"Strarz","Fidelia ",24,11,"1ID16A"
3821,"Stratanowski","Dobroslaw ",20,29,"3ID14A"
3822,"Zwiernicki","Emerencja ",28,13,"2ID11A"
3823,"Kowal-Gaska","Domaslawa ",27,33,"4ID12A"
3824,"Nilos","Ludwina ",29,9,"1ID15A"
3825,"Nadalinska","Bogumir",29,2,"1ID11B"
3826,"Delteil","Sylwester",28,23,"3ID11A"
3827,"Knurzynski","Bronislaw ",21,11,"1ID16A"
3828,"Gostepski","Falimir",25,23,"3ID11A"
3829,"Krotkopad","Ursus",29,35,"4ID13A"
3830,"Gilgen","Zygfryd",28,2,"1ID11B"
3831,"Dzwizdal","Walentyna",27,21,"2ID15A"
3832,"Kotzan","Klotylda ",20,26,"3ID12B"
3833,"Butra","Dalbor",27,6,"1ID13B"
3834,"Wiotros","Dalestryj ",28,7,"1ID14A"
3835,"Dziugiell","Narcyz ",24,36,"4ID13B"
3836,"Zeberkowicz","Salomon",20,3,"1ID12A"
3837,"lowozynska","Hermina ",22,18,"2ID13B"
3838,"Tomiak","Ciechoslaw ",21,20,"2ID14B"
3839,"Trymark","Racibor",29,28,"3ID13B"
3840,"Koleja","Gorzyslaw ",20,17,"2ID13A"
3841,"Hartowicz","Apolonia",29,33,"4ID12A"
3842,"Jamborowicz","Falibor ",20,11,"1ID16A"
3843,"Buczacki","Aga",26,5,"1ID13A"
3844,"Wrubinski","Jldrzej ",21,34,"4ID12B"
3845,"Bodzony","Hiob ",25,9,"1ID15A"
3846,"Jewchuticz","Dacjusz",26,9,"1ID15A"
3847,"Chetka","Gilbert ",22,36,"4ID13B"
3848,"Cembnich","Celestyna",26,8,"1ID14B"
3849,"Oleczek","Smyslawa",29,35,"4ID13A"
3850,"Koropecki","Emilia ",23,14,"2ID11B"
3851,"Kasnic","Just ",23,21,"2ID15A"
3852,"Walajtys","Bohusz",21,28,"3ID13B"
3853,"Gnaczkowska","Patryk",23,15,"2ID12A"
3854,"Gorgulinski","Pawel",25,10,"1ID15B"
3855,"Barbosz","Domicjan ",24,5,"1ID13A"
3856,"Rosienik","Sylweriusz",29,13,"2ID11A"
3857,"Przydnik","Cieslaw ",26,15,"2ID12A"
3858,"Reimonczak","Naczlslawa ",23,3,"1ID12A"
3859,"Karnak","Oswalda",28,30,"3ID14B"
3860,"Koziomka","Hugona ",29,26,"3ID12B"
3861,"Janosik","Dobromil ",29,17,"2ID13A"
3862,"Zbigniewicz","Leonid ",22,29,"3ID14A"
3863,"Niepielski","Oktawia",26,28,"3ID13B"
3864,"Chrapala","lazarz",24,4,"1ID12B"
3865,"Hamaniuk","Boguchwala",21,31,"4ID11A"
3866,"Bywalec","Wiktoryna",29,20,"2ID14B"
3867,"Strempel","Mikolaj ",23,24,"3ID11B"
3868,"Sorbijan","Bazyliusz",26,21,"2ID15A"
3869,"Telaszczuk","Ludomira ",21,16,"2ID12B"
3870,"Satustowicz","Raisa",22,19,"2ID14A"
3871,"Bratyszewski","Chociemir",29,12,"1ID16B"
3872,"Usiecka","Basia",20,33,"4ID12A"
3873,"Jendrulok","Leoncjusz ",28,12,"1ID16B"
3874,"Noscius","Sara",25,32,"4ID11B"
3875,"Ammacher","Ligia ",22,32,"4ID11B"
3876,"Grudzien","Laurentyna ",26,15,"2ID12A"
3877,"Haremski","Patrycjusz",24,24,"3ID11B"
3878,"Wierdek","Czarek",22,33,"4ID12A"
3879,"Darmiot","Floryn ",23,17,"2ID13A"
3880,"Pham","Hilaria ",28,12,"1ID16B"
3881,"Brytus","Ostrobod",24,33,"4ID12A"
3882,"Krasnolucki","Natalis ",24,27,"3ID13A"
3883,"Hask","Teodozy",20,22,"2ID15B"
3884,"Mularczyk","Jlzefa ",22,23,"3ID11A"
3885,"Debogorski","Ninomysl ",27,8,"1ID14B"
3886,"Panasuk","Bolena",20,16,"2ID12B"
3887,"Zapatko","Chociemir",25,21,"2ID15A"
3888,"Aftanas","Alicja",29,14,"2ID11B"
3889,"Gescholowitz","Teofania",26,26,"3ID12B"
3890,"Zymyn","Cecyliusz",20,6,"1ID13B"
3891,"Lojewski","Agus",21,29,"3ID14A"
3892,"Kolutko","Staslaw",29,3,"1ID12A"
3893,"Cwilak","Ryszarda",28,22,"2ID15B"
3894,"Watora","Erazm ",20,28,"3ID13B"
3895,"Runkwitz","Bogwidza ",25,3,"1ID12A"
3896,"Medolis","Niegoslawa ",22,10,"1ID15B"
3897,"Kretszman","Domorad ",28,18,"2ID13B"
3898,"Kosolowski","Aleks",28,18,"2ID13B"
3899,"Chowicz","Felicyta ",24,10,"1ID15B"
3900,"BoZych","Erast ",22,19,"2ID14A"
3901,"smirzewski","Tadeusz",21,14,"2ID11B"
3902,"Nidziolka","Bolek",29,29,"3ID14A"
3903,"Linberg","Piotrek",20,16,"2ID12B"
3904,"Gozdziuk","Krzyl",26,31,"4ID11A"
3905,"Jamry","Kasper ",22,23,"3ID11A"
3906,"Aszenmil","Teodoryk",20,8,"1ID14B"
3907,"Grebiennikow","Elwira ",24,36,"4ID13B"
3908,"Kubarczyk","Zbygniew",21,21,"2ID15A"
3909,"Margasinski","Aurelia ",26,9,"1ID15A"
3910,"Roy","Domoslaw ",21,4,"1ID12B"
3911,"Welzandt","Wiktor",28,31,"4ID11A"
3912,"Garmolin","Gromislaw ",26,7,"1ID14A"
3913,"Kasorski","Gienek",26,30,"3ID14B"
3914,"Sznerich","Felicyta ",21,16,"2ID12B"
3915,"Ugha","Oriana",23,31,"4ID11A"
3916,"Hatna","Luboradz ",26,24,"3ID11B"
3917,"Oberg","Ryta",29,5,"1ID13A"
3918,"Kimla","Innocenty ",22,10,"1ID15B"
3919,"Lendel","Frumencjusz ",22,22,"2ID15B"
3920,"Andrusza","Kleofas ",29,31,"4ID11A"
3921,"Chorzelewski","Tymon",22,20,"2ID14B"
3922,"Fill","Witoslaw",24,15,"2ID12A"
3923,"Spirzyk","Boleslaw",28,16,"2ID12B"
3924,"Kamionek","Kasjan ",24,30,"3ID14B"
3925,"Marzol","Ostap",26,3,"1ID12A"
3926,"Kussal","Krystian ",29,36,"4ID13B"
3927,"Heras","Jordan ",26,10,"1ID15B"
3928,"ChabuZ","Krzysztofa ",25,24,"3ID11B"
3929,"Sreberski","Biedrzyslaw ",28,5,"1ID13A"
3930,"Mirza","Myslaw ",20,14,"2ID11B"
3931,"Fliss","Gedeon ",20,29,"3ID14A"
3932,"Zyranska","Ludmar ",20,28,"3ID13B"
3933,"Poczciarski","Witomir",25,8,"1ID14B"
3934,"Kocubowski","Boleslawa ",22,34,"4ID12B"
3935,"Mrowa","Kubul",20,19,"2ID14A"
3936,"Komedzinski","Czarek",25,18,"2ID13B"
3937,"Waziewicz","Baldwina",20,16,"2ID12B"
3938,"Szepielowski","Monika",24,5,"1ID13A"
3939,"Potocki","Kaja ",21,9,"1ID15A"
3940,"Partyniewicz","Mironiega ",21,11,"1ID16A"
3941,"Stanieda","Eustacjusz ",26,20,"2ID14B"
3942,"BialoZyk","Dobrociech ",28,32,"4ID11B"
3943,"Blanksztajn","Lubgost ",26,31,"4ID11A"
3944,"Bodenko","Manomir ",25,26,"3ID12B"
3945,"Bukina","Ziemowit",23,10,"1ID15B"
3946,"Bierunski","Ciecimiar ",29,19,"2ID14A"
3947,"Haponowiec","Edzio",29,36,"4ID13B"
3948,"Belesta","Fabian ",22,10,"1ID15B"
3949,"Lucynska","Gromislaw ",23,26,"3ID12B"
3950,"Wojcinowicz","Naczlslawa ",21,26,"3ID12B"
3951,"Pstrak","Kamil ",26,20,"2ID14B"
3952,"Rypuszynski","Brodzislaw ",22,16,"2ID12B"
3953,"KuZudub","Neonila ",28,6,"1ID13B"
3954,"Kuczorski","Norma ",20,5,"1ID13A"
3955,"Fafyna","Kasjana ",25,4,"1ID12B"
3956,"Folger","Hodyslaw ",26,8,"1ID14B"
3957,"Klinski","Dalwin ",21,19,"2ID14A"
3958,"Wlosinowska","Benita",22,9,"1ID15A"
3959,"Chaladus","Milena ",28,24,"3ID11B"
3960,"StruZyk","Fortunat ",26,29,"3ID14A"
3961,"Dermiacha","Alojzy",29,20,"2ID14B"
3962,"Trombowicz","Ostrowod",22,35,"4ID13A"
3963,"Kapen","Sebastian",20,21,"2ID15A"
3964,"Omelewski","Domastoj",22,6,"1ID13B"
3965,"Siedliczka","Jowita ",25,14,"2ID11B"
3966,"Krowka","Artur",21,8,"1ID14B"
3967,"Chalpczak","Olka",26,15,"2ID12A"
3968,"Sapejko","Hugona ",20,33,"4ID12A"
3969,"Lapin","Rita",25,34,"4ID12B"
3970,"Koznierska","Zenona",26,19,"2ID14A"
3971,"Zymalska","Chociemir",24,28,"3ID13B"
3972,"Dzierzok","Miroslawa ",24,35,"4ID13A"
3973,"Kaflas","Ludmar ",29,11,"1ID16A"
3974,"Rozewicz","Dobromila ",27,5,"1ID13A"
3975,"Rosenhof","Erazm ",21,17,"2ID13A"
3976,"Ciekulski","Zenona",25,25,"3ID12A"
3977,"Forsewicz","Leonid ",27,28,"3ID13B"
3978,"Davidsen","Erhard ",26,34,"4ID12B"
3979,"SzarZanowicz","Huberta ",23,3,"1ID12A"
3980,"Mordzanowski","Nieprasz ",20,17,"2ID13A"
3981,"LeZaj","Gabriela",28,27,"3ID13A"
3982,"Skoniczko","Zbygniewa",27,17,"2ID13A"
3983,"Szkubera","Olga",29,31,"4ID11A"
3984,"Bieliszak","Eryka ",24,14,"2ID11B"
3985,"Bekanska","Arkadiusz",21,16,"2ID12B"
3986,"Kieczor","Serafina",29,18,"2ID13B"
3987,"Armulowicz","Emil",29,35,"4ID13A"
3988,"Szepela","Apolinaria",25,3,"1ID12A"
3989,"Szeleszczak","Maciul",20,22,"2ID15B"
3990,"Niesyn","Falibog",22,21,"2ID15A"
3991,"Tarnobransky","Nalyr ",27,18,"2ID13B"
3992,"Breczkot","Blanka",20,28,"3ID13B"
3993,"Garbula","Bartek",24,28,"3ID13B"
3994,"Orlina","Flawian",27,30,"3ID14B"
3995,"Greckiewicz","Miroslawa ",27,3,"1ID12A"
3996,"Dolinka","Humbert ",29,10,"1ID15B"
3997,"Rolanek","Malina ",23,19,"2ID14A"
3998,"Hulesza","Julian ",23,22,"2ID15B"
3999,"Mortko","Ambroly",23,21,"2ID15A"
4000,"CiZnicki","Marcjusz ",28,17,"2ID13A"
4001,"Gogula","Fabrycy",20,23,"3ID11A"
4002,"Cwiechun","Drogoradz ",25,29,"3ID14A"
4003,"Szymaslik","Druzjan ",22,30,"3ID14B"
4004,"Gorelko","Monia",25,12,"1ID16B"
4005,"Jedrac","Apolinaria",24,11,"1ID16A"
4006,"Niewieczerzala","Wioletta",27,14,"2ID11B"
4007,"laton","Kamila ",27,12,"1ID16B"
4008,"Ciepluch","Honorat ",25,13,"2ID11A"
4009,"Machla","Emil",23,26,"3ID12B"
4010,"Kubanda","Mieszko ",21,13,"2ID11A"
4011,"Kuziel","Febronia ",20,4,"1ID12B"
4012,"Malakiewicz","Bolo",27,15,"2ID12A"
4013,"Blomarz","Kubul",27,29,"3ID14A"
4014,"Flechsig","Jowita ",27,14,"2ID11B"
4015,"Peredzynski","Maryla ",24,7,"1ID14A"
4016,"Dziecielski","Laurenty ",22,31,"4ID11A"
4017,"Bachoraka","Gloria ",25,31,"4ID11A"
4018,"Prajzner","Diana ",28,26,"3ID12B"
4019,"Cieta","Bolo",24,3,"1ID12A"
4020,"Rajberger","Dobromir ",22,18,"2ID13B"
4021,"Jaz","Liliana",25,8,"1ID14B"
4022,"Hadt","Zdzisek",26,10,"1ID15B"
4023,"Zapurowicz","Lechoslawa ",26,10,"1ID15B"
4024,"Swichura","Laura ",26,28,"3ID13B"
4025,"Atruszkiewicz","Halina ",20,9,"1ID15A"
4026,"Erkiewicz","Roman",28,36,"4ID13B"
4027,"Grefik","Ambroly",20,32,"4ID11B"
4028,"Bongier","Konkordiusz ",24,34,"4ID12B"
4029,"Strenzniok","Klaudiusz ",24,17,"2ID13A"
4030,"Schmela","Feliks ",21,23,"3ID11A"
4031,"Kresto","Konradyn ",22,15,"2ID12A"
4032,"Sustkowska","Karol ",20,20,"2ID14B"
4033,"Filiksiak","Daria ",24,29,"3ID14A"
4034,"Trysiak","Kamelia ",29,8,"1ID14B"
4035,"Tyslerowicz","Bolemir",20,16,"2ID12B"
4036,"Neczeta","Gwidon ",22,15,"2ID12A"
4037,"Breitkrenz","Jarema",24,23,"3ID11A"
4038,"Zgrzebny","Otton",27,18,"2ID13B"
4039,"Polechonka","Linda",29,21,"2ID15A"
4040,"Naterla","Dobromir ",29,22,"2ID15B"
4041,"Piler","lucjusz",29,28,"3ID13B"
4042,"Mitruk","Dobrutro ",26,5,"1ID13A"
4043,"Zywka","Aurelian",26,15,"2ID12A"
4044,"Walmczykiewicz","Morzyslawa ",21,12,"1ID16B"
4045,"Szczubarga","Franek",23,19,"2ID14A"
4046,"Nieschwitz","Ariel",29,15,"2ID12A"
4047,"Zygadlinski","Wislaw",21,2,"1ID11B"
4048,"Traczkow","Leontyna ",21,24,"3ID11B"
4049,"Herdziuk","Max",25,24,"3ID11B"
4050,"Seferynowicz","Dromil ",27,8,"1ID14B"
4051,"Bajerek","Ludwik",26,15,"2ID12A"
4052,"Burglin","Bartosz",28,30,"3ID14B"
4053,"Biera","Domaslaw ",27,10,"1ID15B"
4054,"Urbisz","Patrycjusz",23,27,"3ID13A"
4055,"Cwertniewicz","January ",22,11,"1ID16A"
4056,"Rysiec","Grodzislaw ",27,32,"4ID11B"
4057,"PoweZka","Leontyna ",26,10,"1ID15B"
4058,"Laris","Gracjana ",22,6,"1ID13B"
4059,"Koltys","Konrad ",24,21,"2ID15A"
4060,"Kazimierzak","Boguslaw",28,17,"2ID13A"
4061,"Wonciorek","Konstanty ",20,6,"1ID13B"
4062,"Johiel","Przymyslaw",28,35,"4ID13A"
4063,"Wlazlek","Jurek",28,24,"3ID11B"
4064,"Maliglowka","Boleciech",27,12,"1ID16B"
4065,"Eizenbart","August",26,19,"2ID14A"
4066,"Spenia","Mlciwoj ",26,34,"4ID12B"
4067,"Rokityniec","Dobrochna ",22,34,"4ID12B"
4068,"Marys","Demokryt",24,26,"3ID12B"
4069,"Olisinski","Teofil",29,36,"4ID13B"
4070,"Lothar","Krystyn ",22,14,"2ID11B"
4071,"MloZkowski","Gralyna ",23,19,"2ID14A"
4072,"Karwe","Roksana",24,5,"1ID13A"
4073,"Szirdewan","Giedymin ",27,12,"1ID16B"
4074,"Jelowicki","Lucjol ",28,15,"2ID12A"
4075,"ZdZyZowska","Maryna ",26,3,"1ID12A"
4076,"Wideheft","Sylwan",21,34,"4ID12B"
4077,"Borsul","Remig",22,5,"1ID13A"
4078,"Modlinski","Hermana ",28,9,"1ID15A"
4079,"Wedzik","Tyburcjusz",23,25,"3ID12A"
4080,"Kekun","Narcyza ",26,2,"1ID11B"
4081,"Liwosz","Sylwester",23,15,"2ID12A"
4082,"Skobluk","Eliasz",22,10,"1ID15B"
4083,"Kaskow","Dobieslaw ",24,33,"4ID12A"
4084,"Ganenda","Dalemir ",24,3,"1ID12A"
4085,"Truczyk","Myslaw ",20,13,"2ID11A"
4086,"Jeskowiak","Ida ",28,18,"2ID13B"
4087,"Chitra","Linda",22,33,"4ID12A"
4088,"Lajfer","Krzysztofa ",24,2,"1ID11B"
4089,"Kruszyniewicz","Erwin",26,23,"3ID11A"
4090,"Sekulak","Domamir ",28,24,"3ID11B"
4091,"Toter","Janina ",20,4,"1ID12B"
4092,"Niemielewski","Maksymin ",22,26,"3ID12B"
4093,"Brugger","Gertruda ",23,36,"4ID13B"
4094,"Boltuczek","Eleonora",21,12,"1ID16B"
4095,"Prosiko","Wislaw",26,32,"4ID11B"
4096,"Bagner","Bernardyn",29,3,"1ID12A"
4097,"Wawron","Racibor",23,29,"3ID14A"
4098,"Nenutil","Budzislaw",23,20,"2ID14B"
4099,"Piwowarun","Jolanta",28,22,"2ID15B"
4100,"Biedron","Hubyslaw ",28,23,"3ID11A"
4101,"Ewmienienko","Dalila ",21,7,"1ID14A"
4102,"Holowinski","Ksawery ",26,28,"3ID13B"
4103,"Kiwatrowski","Gwidon ",21,3,"1ID12A"
4104,"Szpiker","Adolfina",22,31,"4ID11A"
4105,"Schnerch","Martyn ",26,8,"1ID14B"
4106,"Malofiej","Marzanna ",25,7,"1ID14A"
4107,"Krackiewicz","Herakles ",20,18,"2ID13B"
4108,"Kupok","Feliksa ",29,16,"2ID12B"
4109,"Kierzyc","Stanislawa",23,14,"2ID11B"
4110,"Sobczyn","Tadeusz",28,14,"2ID11B"
4111,"Strzembala","Dolores ",24,24,"3ID11B"
4112,"Gizdziel","Lenart ",27,4,"1ID12B"
4113,"Koziutek","Oskar",26,22,"2ID15B"
4114,"Brygola","Czedrog ",22,35,"4ID13A"
4115,"Zwalina","Nikifor ",24,29,"3ID14A"
4116,"Folendorf","Heliasz ",23,18,"2ID13B"
4117,"DZumbelak","Lidka",29,2,"1ID11B"
4118,"Horoszkiewicz","Lubomirz ",26,32,"4ID11B"
4119,"Trojdecka","Kasandra ",26,17,"2ID13A"
4120,"Sztypar","Dariusz ",26,6,"1ID13B"
4121,"Gogas","Robek",28,3,"1ID12A"
4122,"Wolw","Dorota ",27,7,"1ID14A"
4123,"Zydolowicz","Klementyna ",28,12,"1ID16B"
4124,"Czogiel","Ramona",27,30,"3ID14B"
4125,"Rabizo","Madzia ",26,13,"2ID11A"
4126,"BoroZ","Katarzyna ",29,27,"3ID13A"
4127,"BalzavelBetuza","Slawomir",21,30,"3ID14B"
4128,"Gagalski","Hipacy ",20,13,"2ID11A"
4129,"Kulich","Cibor ",20,19,"2ID14A"
4130,"Krywopusk","Aleksander",26,36,"4ID13B"
4131,"Gapanow","Zbroslaw",29,14,"2ID11B"
4132,"Chanko","Dominika ",29,3,"1ID12A"
4133,"Zolotor","Bonifacy",25,24,"3ID11B"
4134,"Zielanski","Nemezjusz ",26,26,"3ID12B"
4135,"Karadziejko","Marianna ",24,4,"1ID12B"
4136,"Justyniarski","Kleofas ",28,5,"1ID13A"
4137,"Rojzler","Ursus",21,15,"2ID12A"
4138,"Jaziukiewicz","Adrianna",26,6,"1ID13B"
4139,"Gitis","Dziadumila ",23,3,"1ID12A"
4140,"lonfeld","Feliksa ",24,17,"2ID13A"
4141,"Tasner","Augusta",26,6,"1ID13B"
4142,"Damaszczyk","Zbyszek",26,11,"1ID16A"
4143,"Klech","Orchidea",27,18,"2ID13B"
4144,"Hancken","Jarema",20,36,"4ID13B"
4145,"Wejdel","Halka ",26,10,"1ID15B"
4146,"Wajnert","Kazimiera ",29,23,"3ID11A"
4147,"Punder","Estera ",29,21,"2ID15A"
4148,"Rekcyn","Urszula",22,21,"2ID15A"
4149,"Wojtas","Ludomil ",27,11,"1ID16A"
4150,"Mlekyta","Danio",22,7,"1ID14A"
4151,"Kozowiakin","Orchidea",21,17,"2ID13A"
4152,"Eramin","Robert",22,7,"1ID14A"
4153,"Tryksa","Lech",27,7,"1ID14A"
4154,"Etlin","Klementyna ",26,36,"4ID13B"
4155,"Hubs","Bazyla",29,28,"3ID13B"
4156,"KsytvelPsut","Irena ",24,19,"2ID14A"
4157,"Beigelt","Ismena ",22,28,"3ID13B"
4158,"Zolecki","Ireneusz ",21,16,"2ID12B"
4159,"Kiertz","Bogdana",28,28,"3ID13B"
4160,"Zelewo","Nieznawuj ",23,3,"1ID12A"
4161,"Sagula","Bodzlta ",24,24,"3ID11B"
4162,"Dolkrzys","Wojciech",23,29,"3ID14A"
4163,"Buchalik","Arnulf",22,16,"2ID12B"
4164,"Kiesewetter","Michalina ",21,11,"1ID16A"
4165,"Zarubin","Herakliusz ",28,32,"4ID11B"
4166,"Kusznierczyk","Jaroslaw ",20,3,"1ID12A"
4167,"Diatczuk","Borzymir",25,32,"4ID11B"
4168,"Cichnowicz","Misiek",22,2,"1ID11B"
4169,"Kenigsztajn","Witold",25,23,"3ID11A"
4170,"Roganczyk","Blizbor",25,9,"1ID15A"
4171,"Gubik","Gosia",24,14,"2ID11B"
4172,"Runinski","Slawobor",22,32,"4ID11B"
4173,"Aliszewski","Goslaw ",24,33,"4ID12A"
4174,"Hocyk","Juri",21,14,"2ID11B"
4175,"Szygojczyk","Borys",20,14,"2ID11B"
4176,"BaZella","Ryszarda",26,4,"1ID12B"
4177,"Eiber","Mlcislawa ",22,5,"1ID13A"
4178,"Koszmon","Karmen ",23,8,"1ID14B"
4179,"Stawinoga","Falislaw ",23,18,"2ID13B"
4180,"Prochurko","Feliksa ",26,13,"2ID11A"
4181,"Biernadt","Chryzant ",29,8,"1ID14B"
4182,"Pilczyk","Wojciecha",29,2,"1ID11B"
4183,"Chodyrew","Blalej",25,32,"4ID11B"
4184,"Dlesler","Tegomir",23,9,"1ID15A"
4185,"Foksewicz","Iwona ",21,4,"1ID12B"
4186,"Kusmider","Nieprasz ",20,29,"3ID14A"
4187,"Dziemar","Mariusz ",29,15,"2ID12A"
4188,"Wojcul","Grzymislaw ",28,24,"3ID11B"
4189,"Majnikowski","Zbroslaw",26,34,"4ID12B"
4190,"Mendaszewski","Ksenia",22,25,"3ID12A"
4191,"Giebas","Emilia ",20,28,"3ID13B"
4192,"Towpasz","Cibor ",26,17,"2ID13A"
